TSB Ergonomic Report
  Job Title: angkat beras
  Job Number: 01
  Location: kediri
  Analyst: sudiarta
  Date: 2/20/2021
  Comments: beras 50KG x10
  



Time (sec),,, Joint Angles (deg),,,,,,,,,,,,,,,,,,,,,,,Joint Torques (Nm),,,,,,,,,,,,,,,,,,,,,,,Mean Strengths (Nm),,,,,,,,,,,,,,,,,,,,,,,Strength Std Devs (Nm),,,,,,,,,,,,,,,,,,,,,,,Percent Capables (%),,,,,,,,,,,,,,,,,,,,,,,
Time,Task,Action,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,
33.733, ,,0.618,20.953,-45.000,-45.000,-77.000,113.000,74.181,87.732,26.427,61.617,-31.590,-173.899,-151.455,-94.940,37.860,17.321,-2.230,95.459,94.462,128.628,125.068,67.080,65.000,5.051,-7.664,12.251,-7.170,-2.744,1.730,-23.587,-17.253,-71.629,-30.556,30.741,-94.122,-71.005,-44.268,-112.362,148.505,117.003,-122.932,-15.597,102.229,2.621,-118.201,0.000,7.593,9.131,4.575,7.146,10.301,7.638,74.780,66.819,89.274,76.615,74.004,76.687,58.090,16.192,400.493,585.673,114.404,220.689,221.362,168.681,169.650,173.120,176.244,2.430,2.922,1.464,2.287,3.708,2.597,18.375,16.419,21.969,18.854,21.616,20.923,13.157,3.667,126.186,131.757,30.606,88.600,88.870,59.033,59.372,57.249,58.282,85.231,69.216,0.000,49.567,97.922,98.853,99.733,99.873,78.912,99.271,97.733,20.229,16.310,0.000,98.879,99.954,46.603,86.511,98.969,86.989,99.754,83.134,99.875,
33.767, ,,4.507,16.134,-45.000,-45.000,-77.000,113.000,76.861,90.538,29.590,62.111,-28.656,-175.758,-151.829,-94.412,36.768,16.818,-2.365,92.875,91.813,127.712,123.973,67.253,65.000,4.815,-7.141,12.179,-7.182,-2.723,1.720,-21.277,-19.981,-70.669,-29.619,36.285,-97.847,-72.928,-43.070,-121.138,151.890,125.572,-131.310,-16.176,101.750,2.617,-118.002,0.000,7.577,9.351,4.575,7.146,10.301,7.638,74.610,66.789,89.448,76.913,73.595,76.664,58.773,15.736,406.089,592.018,114.331,222.453,223.196,168.973,169.859,172.860,176.244,2.425,2.992,1.464,2.287,3.708,2.597,18.333,16.411,22.012,18.927,21.496,20.916,13.311,3.564,127.949,133.184,30.586,89.308,89.606,59.136,59.446,57.163,58.282,87.274,76.999,0.000,49.364,97.950,98.865,99.818,99.782,80.325,99.376,95.870,15.555,14.376,0.000,98.702,99.952,35.653,84.631,98.956,87.222,99.754,83.144,99.875,
33.800, ,,5.214,10.935,-45.000,-45.000,-77.000,113.000,79.816,108.720,32.207,66.624,-13.849,-159.578,-167.171,-94.408,35.663,16.308,-2.502,90.274,89.144,126.825,122.904,67.453,65.000,4.177,-6.573,12.238,-7.184,-2.721,1.707,-18.749,-17.117,-56.281,-41.190,58.750,-98.985,-74.621,-40.071,-130.025,155.494,134.980,-139.698,-16.750,101.173,2.610,-117.691,0.000,7.573,9.563,4.575,7.146,10.301,7.638,74.480,65.904,91.286,79.078,74.666,77.768,64.869,18.860,411.723,598.433,114.264,224.290,225.107,169.227,170.025,172.559,176.244,2.423,3.060,1.464,2.287,3.708,2.597,18.301,16.194,22.464,19.460,21.809,21.218,14.692,4.272,129.724,134.627,30.568,90.046,90.374,59.225,59.504,57.064,58.282,91.949,83.575,0.000,49.319,97.952,98.880,99.883,99.870,94.043,97.423,76.730,15.862,25.338,0.000,98.505,99.950,24.893,82.630,98.942,87.478,99.754,83.190,99.875,
33.833, ,,9.014,5.561,-45.000,-45.000,-77.000,113.000,83.048,110.617,35.744,66.400,-13.155,-161.487,-165.946,-95.181,34.547,15.794,-2.641,87.656,86.455,125.966,121.862,67.681,65.000,3.886,-5.974,11.993,-7.200,-2.662,1.696,-16.038,-19.777,-55.186,-38.554,63.008,-102.388,-76.016,-36.926,-138.851,157.849,143.973,-148.025,-17.320,100.560,2.600,-117.278,0.000,7.545,9.754,4.575,7.146,10.301,7.638,74.240,65.816,91.341,79.434,73.914,77.840,64.772,18.633,417.393,604.918,114.204,226.200,227.098,169.447,170.150,172.217,176.244,2.414,3.121,1.464,2.287,3.708,2.597,18.242,16.172,22.478,19.548,21.589,21.237,14.670,4.220,131.510,136.086,30.552,90.813,91.173,59.302,59.547,56.951,58.282,93.521,88.712,0.000,49.040,98.029,98.893,99.929,99.779,94.615,98.175,69.335,12.383,22.165,0.000,98.291,99.949,16.490,80.539,98.929,87.735,99.755,83.270,99.875,
33.867, ,,13.165,0.167,-45.000,-45.000,-77.000,-77.000,86.557,112.588,39.308,65.663,-12.522,-163.226,-164.818,-97.146,33.420,15.274,-2.781,85.024,83.749,125.136,120.847,67.935,65.000,3.532,3.560,11.576,10.377,-2.564,-2.320,-13.103,-22.777,-52.484,-35.827,64.488,-105.816,-79.282,-32.405,-152.034,159.683,153.225,-160.637,-17.885,95.559,2.588,-121.085,0.000,7.503,8.166,4.575,4.920,10.301,10.878,73.968,65.757,91.446,79.957,73.149,78.040,64.681,18.657,423.093,611.464,114.152,228.184,229.167,169.635,170.237,171.835,176.244,2.401,2.613,1.464,1.574,3.708,3.916,18.175,16.158,22.504,19.677,21.366,21.292,14.650,4.226,133.306,137.559,30.538,91.609,92.004,59.367,59.578,56.824,58.282,95.091,96.102,0.000,0.000,98.152,98.556,99.959,99.609,95.831,98.754,65.748,9.599,15.942,0.057,97.899,99.949,10.033,76.959,98.917,89.398,99.755,81.415,99.875,
33.900, ,,17.766,-5.066,-45.000,-45.000,-77.000,-77.000,90.353,114.634,42.892,64.280,-11.922,-164.680,-163.793,-100.752,32.283,14.750,-2.922,82.379,81.026,124.336,119.860,68.217,65.000,3.049,3.017,10.880,9.930,-2.404,-2.218,-10.211,-25.942,-52.236,-33.152,72.119,-109.106,-79.548,-25.968,-158.829,161.689,163.225,-166.756,-18.444,96.942,2.573,-118.339,0.000,7.442,8.169,4.575,4.920,10.301,10.878,73.655,65.740,91.602,80.702,72.376,78.403,64.604,19.037,428.822,618.069,114.107,230.240,231.316,169.794,170.291,171.412,176.244,2.381,2.614,1.464,1.574,3.708,3.916,18.098,16.154,22.542,19.860,21.140,21.391,14.632,4.312,135.111,139.045,30.526,92.434,92.866,59.423,59.597,56.685,58.282,96.744,97.564,0.000,0.073,98.339,98.648,100.000,99.312,95.963,99.167,50.497,7.558,15.351,5.396,97.716,99.948,5.379,75.395,98.905,88.994,99.755,82.549,99.875,
33.933, ,,22.970,-9.977,-45.000,-45.000,-77.000,-77.000,94.446,116.760,46.497,62.129,-11.355,-165.593,-162.829,-106.621,31.137,14.222,-3.065,79.723,78.290,123.566,118.902,68.525,65.000,2.318,2.348,9.740,9.566,-2.143,-2.124,-7.047,-28.794,-51.789,-30.815,80.202,-111.904,-79.027,-16.940,-165.975,163.260,173.496,-173.148,-18.997,97.938,2.556,-115.827,0.000,7.355,8.154,4.575,4.920,10.301,10.878,73.289,65.771,91.808,81.740,71.593,78.972,64.532,19.936,434.574,624.725,114.069,232.368,233.543,169.927,170.313,170.949,176.244,2.354,2.609,1.464,1.574,3.708,3.916,18.009,16.161,22.593,20.115,20.911,21.546,14.616,4.515,136.924,140.542,30.516,93.289,93.761,59.469,59.605,56.531,58.282,98.382,98.695,0.000,0.159,98.609,98.730,100.000,98.892,96.175,99.432,34.020,6.318,16.060,74.653,97.510,99.948,2.574,73.728,98.893,88.700,99.755,83.528,99.875,
33.967, ,,100.000,-14.387,45.000,-45.000,53.718,-77.000,98.859,118.985,50.129,59.251,-10.799,-165.513,-161.918,-115.441,29.982,13.689,-3.208,77.057,75.540,122.826,117.973,68.860,65.105,-12.953,1.594,3.282,9.308,-0.410,-2.049,-3.650,-43.032,-51.118,-32.036,88.634,-126.041,-77.662,0.857,-169.754,173.732,193.824,-175.094,-19.544,103.257,2.537,-108.501,0.000,2.100,8.125,3.004,4.920,10.799,10.878,72.858,65.845,92.064,83.137,70.803,79.762,64.468,-121.925,440.347,631.430,114.040,234.568,235.849,170.035,170.308,170.446,176.086,0.672,2.600,0.961,1.574,3.888,3.916,17.903,16.179,22.656,20.459,20.681,21.762,14.601,31.196,138.743,142.051,30.508,94.172,94.686,59.507,59.603,56.365,58.230,0.000,99.399,38.595,0.266,99.623,98.791,100.000,92.076,96.465,99.374,19.424,1.673,18.304,100.000,97.443,99.936,0.447,73.622,98.882,86.915,99.755,86.416,99.875,
34.000, ,,100.000,-18.116,45.000,-45.000,49.024,-77.000,103.622,121.352,53.798,56.144,-10.241,-163.909,-161.036,-127.496,28.821,13.154,-3.352,74.384,72.779,122.117,117.073,69.221,65.345,-12.193,0.797,5.488,9.163,-0.899,-1.999,-0.043,-42.434,-50.194,-32.035,97.313,-126.995,-75.403,12.562,-174.639,173.657,204.014,-179.091,-20.083,106.398,2.515,-103.617,0.000,2.100,8.088,3.004,4.920,10.899,10.878,72.346,65.912,92.373,84.889,70.005,80.696,64.410,-123.691,446.138,638.177,114.018,236.840,238.234,170.122,170.277,169.903,175.726,0.672,2.588,0.961,1.574,3.924,3.916,17.777,16.196,22.732,20.890,20.447,22.017,14.588,31.648,140.567,143.569,30.502,95.084,95.644,59.538,59.592,56.186,58.111,0.000,99.757,0.488,0.352,99.459,98.831,100.000,92.644,96.824,99.429,9.082,1.774,22.550,100.000,97.329,99.939,0.159,72.825,98.871,85.781,99.756,88.100,99.875,
34.033, ,,100.000,-20.976,35.398,-45.000,44.276,-77.000,108.781,123.949,57.525,53.851,-9.654,-160.794,-160.169,-141.759,27.653,12.615,-3.497,71.704,70.008,121.439,116.204,69.609,65.613,-11.245,-0.004,6.548,9.129,-1.147,-1.972,3.752,-37.683,-48.986,-32.822,106.158,-126.557,-72.201,25.417,-180.892,173.846,215.275,-184.268,-20.615,108.226,2.490,-99.900,0.000,2.100,10.283,4.953,4.920,10.992,10.878,37.633,65.866,92.737,86.827,69.196,81.548,64.361,-124.514,451.941,644.962,114.004,239.181,240.696,170.190,170.225,169.321,175.324,0.672,3.291,1.585,1.574,3.957,3.916,7.574,16.185,22.821,21.367,20.211,22.249,14.577,31.858,142.396,145.095,30.499,96.024,96.632,59.562,59.574,55.993,57.978,0.000,99.910,15.707,0.376,99.357,98.852,100.000,95.920,97.239,99.425,3.371,2.154,29.527,100.000,97.151,99.941,0.045,71.636,98.861,85.096,99.756,89.252,99.875,
34.067, ,,100.000,-22.788,23.933,-45.000,40.427,-77.000,114.405,126.918,61.333,53.268,-9.009,-157.293,-159.306,-155.687,26.479,12.074,-3.643,69.020,67.229,120.793,115.366,70.022,65.910,-10.203,-0.777,6.956,9.195,-1.257,-1.967,7.725,-29.505,-47.454,-32.821,115.110,-125.829,-67.989,34.827,-187.570,173.415,226.603,-189.787,-21.139,109.572,2.463,-96.555,0.000,2.100,10.294,6.723,4.920,11.060,10.878,36.602,65.607,93.164,88.649,68.375,82.068,64.325,-125.110,457.754,651.779,113.998,241.591,243.235,170.241,170.153,168.700,174.878,0.672,3.294,2.151,1.574,3.982,3.916,7.367,16.121,22.927,21.815,19.971,22.391,14.569,32.011,144.227,146.629,30.497,96.992,97.652,59.579,59.548,55.788,57.831,0.000,99.806,45.683,0.332,99.308,98.855,100.000,98.743,97.691,99.474,0.965,2.533,40.061,100.000,96.949,99.945,0.000,70.343,98.852,84.578,99.756,90.207,99.875,
34.100, ,,100.000,-23.390,17.704,-45.000,51.830,-77.000,120.605,127.043,64.377,51.372,-11.826,-170.020,-149.583,-154.791,25.300,11.531,-3.789,66.333,64.444,120.179,114.560,70.461,66.234,-8.474,-1.509,6.943,9.340,-1.294,-1.981,11.870,-40.541,-64.128,-38.008,115.631,-135.571,-62.645,35.261,-194.818,171.138,236.445,-195.951,-21.655,110.129,2.434,-93.948,0.000,2.100,10.297,7.430,4.920,10.840,10.878,35.570,65.762,92.806,88.726,67.339,81.798,61.824,-141.696,463.573,658.625,114.000,244.069,245.850,170.277,170.064,168.042,174.390,0.672,3.295,2.378,1.574,3.903,3.916,7.159,16.159,22.839,21.835,19.669,22.317,14.003,36.254,146.061,148.169,30.498,97.986,98.701,59.592,59.517,55.570,57.669,0.000,99.617,58.131,0.250,99.277,98.845,99.953,94.073,89.543,98.990,0.705,0.800,47.650,100.000,96.712,99.950,0.000,68.838,98.843,84.364,99.757,90.882,99.875,
34.133, ,,100.000,-22.657,7.399,-45.000,52.055,-77.000,127.559,132.826,68.327,53.567,-10.290,-168.238,-148.981,-162.688,24.118,10.986,-3.936,63.645,61.654,119.598,113.786,70.925,66.587,-7.600,-2.198,6.515,9.543,-1.227,-2.008,16.189,-35.080,-62.625,-36.801,125.233,-137.967,-55.952,36.970,-201.888,169.559,247.871,-201.694,-22.162,110.959,2.402,-90.912,0.000,2.100,10.293,8.207,4.920,10.835,10.878,34.364,64.883,93.447,90.130,66.586,81.797,62.025,-142.327,469.394,665.492,114.011,246.613,248.539,170.300,169.962,167.345,173.860,0.672,3.294,2.626,1.574,3.901,3.916,6.916,15.943,22.996,22.180,19.449,22.317,14.048,36.416,147.895,149.714,30.501,99.008,99.781,59.600,59.482,55.339,57.494,0.000,99.300,74.046,0.166,99.311,98.824,99.569,96.921,90.996,99.189,0.129,0.593,66.731,100.000,96.476,99.954,0.000,67.505,98.835,84.034,99.757,91.641,99.875,
34.167, ,,100.000,-20.476,-1.069,-45.000,51.912,-77.000,135.596,139.633,72.591,56.824,-8.534,-167.604,-148.233,-168.228,22.933,10.440,-4.083,60.959,58.862,119.049,113.045,71.413,66.968,-6.843,-2.865,5.881,9.783,-1.108,-2.043,20.737,-30.424,-60.734,-33.819,134.807,-141.784,-47.476,34.993,-209.161,167.497,259.480,-207.518,-22.659,111.551,2.367,-88.044,0.000,2.100,10.280,8.479,4.920,10.839,10.878,32.997,63.659,94.207,91.362,65.784,81.567,62.242,-143.675,475.213,672.377,114.030,249.221,251.302,170.312,169.847,166.612,173.289,0.672,3.289,2.713,1.574,3.902,3.916,6.641,15.642,23.183,22.483,19.215,22.254,14.097,36.761,149.728,151.262,30.506,100.055,100.890,59.604,59.442,55.097,57.305,0.000,98.789,83.090,0.101,99.367,98.796,96.756,98.319,92.564,99.475,0.000,0.341,85.259,100.000,96.221,99.958,0.000,66.167,98.827,83.794,99.757,92.309,99.875,
34.200, ,,100.000,-16.615,-6.491,-45.000,49.961,-77.000,145.440,148.094,77.428,61.148,-6.330,-167.812,-147.331,-171.846,21.745,9.892,-4.230,58.276,56.069,118.534,112.336,71.924,67.375,-6.148,-3.521,5.116,10.049,-0.959,-2.084,25.467,-26.921,-58.428,-29.530,144.283,-146.578,-36.330,29.315,-216.678,164.964,271.296,-213.498,-23.147,111.824,2.330,-85.393,0.000,2.100,10.244,8.479,4.920,10.880,10.878,31.358,61.917,95.172,92.551,64.899,81.164,62.522,-145.426,481.023,679.276,114.057,251.891,254.136,170.314,169.724,165.844,172.676,0.672,3.278,2.713,1.574,3.917,3.916,6.312,15.214,23.421,22.776,18.956,22.144,14.161,37.209,151.559,152.814,30.513,101.126,102.028,59.605,59.398,54.843,57.103,0.000,97.985,89.246,0.056,99.433,98.762,82.475,98.927,94.168,99.716,0.000,0.157,96.782,100.000,95.944,99.962,0.000,64.798,98.820,83.682,99.758,92.883,99.875,
34.233, ,,100.000,-10.065,-3.499,-43.751,40.603,-77.000,159.538,160.441,83.723,67.358,-3.009,-168.429,-146.225,-174.084,20.556,9.344,-4.378,55.595,53.276,118.051,111.661,72.461,67.811,-5.308,-4.127,4.265,10.562,-0.796,-2.180,30.344,-24.837,-55.658,-24.296,153.735,-151.821,-19.627,17.786,-224.689,161.982,283.402,-219.727,-23.625,111.697,2.290,-83.166,0.000,2.100,10.150,8.496,5.171,11.057,10.878,29.068,58.996,96.627,93.996,63.798,80.582,62.994,-147.184,486.828,686.180,114.092,254.623,257.039,170.309,169.593,165.037,172.023,0.672,3.248,2.719,1.655,3.981,3.916,5.851,14.496,23.779,23.131,18.635,21.986,14.267,37.658,153.388,154.367,30.522,102.223,103.194,59.603,59.353,54.577,56.886,0.000,96.816,94.017,0.056,99.502,98.682,41.353,99.076,95.756,99.870,0.000,0.060,99.881,100.000,95.628,99.966,0.000,63.368,98.814,83.734,99.758,93.323,99.875,
34.267, ,,100.000,-11.312,-21.000,-42.494,56.703,-76.968,159.164,153.287,84.112,64.391,-2.821,-170.684,-145.044,-171.858,19.951,9.082,-4.085,53.859,51.516,117.771,111.369,72.710,68.062,-5.724,-4.626,3.936,10.632,-0.716,-2.183,33.327,-23.880,-52.408,-19.216,155.021,-150.660,-19.136,25.856,-229.112,156.538,286.949,-224.371,-23.859,110.188,2.268,-84.153,0.000,2.100,10.171,7.812,5.417,10.731,10.879,29.078,60.688,96.414,93.019,63.728,80.636,62.800,-149.346,490.589,689.382,114.580,256.428,258.905,170.303,169.532,164.662,171.644,0.672,3.255,2.500,1.733,3.863,3.916,5.853,14.912,23.726,22.891,18.614,22.000,14.224,38.212,154.573,155.088,30.653,102.948,103.943,59.601,59.331,54.452,56.761,0.000,95.579,93.951,0.132,99.523,98.679,23.390,99.320,96.818,99.937,0.000,0.073,99.892,100.000,95.465,100.000,0.000,62.234,98.812,84.347,99.759,93.039,99.875,
34.300, ,,100.000,-19.993,-33.506,-39.588,55.356,-76.535,145.042,130.239,80.755,57.464,-4.443,-162.190,-152.063,-174.963,19.929,9.106,-3.351,53.138,50.837,117.664,111.432,72.577,68.058,-7.735,-4.889,4.611,10.550,-0.815,-2.159,33.854,-0.965,-27.714,-1.085,154.397,-129.550,-33.548,48.772,-230.161,150.329,283.656,-227.386,-23.834,107.014,2.268,-89.434,0.000,2.100,10.276,6.457,5.954,10.762,10.892,31.107,64.855,95.333,90.672,64.333,81.093,63.846,-139.189,492.151,688.880,115.508,257.185,259.633,170.300,169.546,164.862,171.650,0.672,3.288,2.066,1.905,3.874,3.921,6.261,15.936,23.460,22.313,18.791,22.125,14.461,35.613,155.065,154.975,30.901,103.252,104.235,59.600,59.336,54.519,56.763,0.000,94.933,81.425,0.794,99.487,98.702,33.033,100.000,99.802,100.000,0.000,1.426,98.192,100.000,95.445,100.000,0.000,61.365,98.815,85.589,99.759,91.678,99.875,
34.333, ,,100.000,-26.383,-36.461,-37.083,62.671,-75.888,135.422,118.695,77.340,52.279,-5.745,-167.057,-151.297,-167.150,19.908,9.130,-2.617,52.382,50.140,117.554,111.491,72.478,68.073,-8.130,-5.150,4.962,10.465,-0.882,-2.134,33.752,-3.476,-24.418,2.916,148.423,-121.270,-41.771,56.745,-232.961,142.581,277.690,-232.450,-23.818,102.016,2.267,-96.145,0.000,2.100,10.306,6.032,6.384,10.583,10.912,32.590,66.490,94.106,188.915,64.986,81.201,63.425,-142.502,493.789,688.376,116.425,257.984,260.384,170.297,169.558,165.012,171.628,0.672,3.298,1.930,2.043,3.810,3.928,6.559,16.338,23.158,59.172,18.982,22.154,14.365,36.460,155.581,154.862,31.146,103.573,104.537,59.599,59.340,54.568,56.756,0.000,94.105,71.030,2.287,99.455,98.727,42.956,100.000,99.869,99.916,0.000,3.525,93.416,100.000,95.319,100.000,0.000,59.747,98.817,87.408,99.759,89.657,99.875,
34.367, ,,100.000,-31.831,-36.642,-34.621,67.615,-75.016,127.774,109.189,74.842,48.571,-6.627,-173.429,-150.530,-158.268,19.887,9.154,-1.885,51.627,49.445,117.440,111.548,72.376,68.084,-8.567,-5.408,5.267,10.376,-0.937,-2.109,33.237,-6.540,-21.172,7.791,142.812,-113.958,-47.087,60.990,-236.092,135.054,271.574,-237.714,-23.801,96.822,2.266,-103.094,0.000,2.100,10.300,6.004,6.775,10.450,10.939,33.750,67.484,93.096,198.123,65.473,81.037,63.091,-147.726,495.423,687.876,117.332,258.787,261.137,170.293,169.570,165.165,171.612,0.672,3.296,1.921,2.168,3.762,3.938,6.793,16.582,22.910,62.056,19.124,22.110,14.289,37.797,156.096,154.749,31.389,103.895,104.839,59.597,59.344,54.619,56.751,0.000,93.113,64.954,4.836,99.427,98.752,53.021,100.000,99.915,99.892,0.000,6.822,86.868,100.000,95.169,100.000,0.000,58.048,98.820,89.121,99.759,87.216,99.875,
34.400, ,,100.000,-36.732,-35.537,-32.070,71.458,-73.885,121.346,100.872,72.975,46.246,-7.229,179.052,-149.753,31.301,19.865,9.177,-1.155,50.876,48.749,117.322,111.602,72.270,68.098,-9.026,-5.664,5.532,10.285,-0.979,-2.083,32.377,-9.681,-18.065,13.241,137.559,-107.403,-50.545,62.650,-239.446,127.755,265.300,-243.135,-23.787,91.469,2.264,-110.195,0.000,2.100,10.270,6.169,7.150,10.340,10.974,34.703,68.048,92.214,179.940,65.843,100.306,62.812,15.814,497.050,687.374,118.229,259.592,261.897,170.288,169.581,165.324,171.591,0.672,3.286,1.974,2.288,3.722,3.951,6.985,16.721,22.693,56.361,19.232,27.367,14.226,4.046,156.608,154.636,31.629,104.218,105.144,59.596,59.348,54.671,56.744,0.000,91.948,62.669,8.528,99.403,98.778,63.054,100.000,99.945,99.845,0.000,39.758,80.580,0.000,95.002,100.000,0.000,56.285,98.822,90.704,99.759,84.341,99.875,
34.433, ,,100.000,-41.261,-33.832,-29.340,74.693,-72.455,115.800,93.371,71.607,45.234,-7.614,170.930,-148.973,40.957,19.844,9.201,-0.428,50.122,48.055,117.201,111.653,72.167,68.109,-9.493,-5.917,5.754,10.191,-1.016,-2.056,31.204,-12.639,-15.135,18.710,132.649,-101.417,-52.671,62.433,-242.962,120.693,258.864,-248.609,-23.772,86.101,2.263,-117.284,0.000,2.100,10.221,6.412,7.515,10.243,11.017,35.504,68.281,91.420,169.363,66.120,99.583,62.579,21.890,498.683,686.876,119.113,260.404,262.657,170.283,169.591,165.479,171.575,0.672,3.271,2.052,2.405,3.687,3.966,7.146,16.778,22.497,53.048,19.313,27.170,14.174,5.601,157.123,154.524,31.866,104.544,105.449,59.594,59.352,54.723,56.738,0.000,90.591,62.595,13.284,99.382,98.806,72.639,99.954,99.965,99.774,0.000,47.296,75.779,0.000,94.820,100.000,0.000,54.504,98.825,92.114,99.759,81.081,99.875,
34.467, ,,100.000,-45.506,-31.940,-26.356,77.555,-70.677,110.948,86.496,70.665,45.357,-7.811,162.799,-148.208,50.046,19.823,9.225,0.297,49.372,47.367,117.077,111.702,72.061,68.116,-9.926,-6.167,5.927,10.094,-1.044,-2.029,29.738,-15.280,-12.394,23.588,128.064,-95.845,-53.790,60.895,-246.596,113.857,252.234,-254.165,-23.757,80.652,2.263,-124.408,0.000,2.100,10.156,6.666,7.871,10.154,11.069,36.182,68.251,90.696,159.245,66.319,98.650,62.387,27.403,500.307,686.378,119.986,261.217,263.416,170.277,169.601,165.638,171.564,0.672,3.250,2.133,2.519,3.655,3.985,7.282,16.771,22.319,49.878,19.371,26.915,14.130,7.011,157.634,154.412,32.099,104.871,105.754,59.592,59.355,54.775,56.735,0.000,89.023,63.554,18.872,99.364,98.834,81.193,99.920,100.000,99.673,0.072,54.163,72.860,0.000,94.626,100.000,0.000,52.693,98.827,93.373,99.759,77.424,99.875,
34.500, ,,100.000,-49.514,-30.151,-23.043,80.183,-68.490,106.678,80.134,70.099,46.343,-7.833,155.103,-147.481,58.063,19.802,9.248,1.018,48.622,46.675,116.950,111.747,71.956,68.128,-10.297,-6.413,6.054,9.994,-1.062,-2.002,27.993,-17.573,-9.849,27.452,123.779,-90.581,-54.133,58.543,-250.317,107.246,245.397,-259.690,-23.745,75.260,2.262,-131.483,0.000,2.100,10.079,6.891,8.215,10.068,11.131,36.755,68.019,90.031,150.110,66.450,97.585,62.239,32.119,501.931,685.886,120.846,262.035,264.184,170.271,169.610,165.795,171.546,0.672,3.225,2.205,2.629,3.625,4.007,7.398,16.714,22.156,47.017,19.409,26.624,14.097,8.218,158.146,154.302,32.329,105.199,106.062,59.590,59.359,54.827,56.729,0.000,87.221,64.800,24.923,99.351,98.864,88.190,99.872,100.000,99.545,0.157,60.384,71.744,0.065,94.421,100.000,0.000,50.902,98.830,94.460,99.759,73.434,99.875,
34.533, ,,100.000,-53.306,-28.675,-19.321,82.689,-65.829,102.917,74.222,69.871,47.886,-7.683,148.047,-146.818,64.743,19.781,9.271,1.736,47.875,45.989,116.820,111.790,71.852,68.137,-10.587,-6.656,6.142,9.892,-1.075,-1.974,25.982,-19.580,-7.505,30.144,119.763,-85.537,-53.879,55.810,-254.109,100.861,238.351,-265.258,-23.733,69.843,2.261,-138.504,0.000,2.100,9.992,7.066,8.536,9.985,11.204,37.235,67.638,89.421,142.115,66.520,96.461,62.140,36.033,503.550,685.395,121.693,262.856,264.948,170.264,169.619,165.952,171.533,0.672,3.197,2.261,2.732,3.595,4.034,7.494,16.620,22.005,44.513,19.430,26.318,14.074,9.219,158.656,154.191,32.556,105.529,106.369,59.587,59.362,54.879,56.724,0.000,85.168,65.865,30.979,99.340,98.894,93.340,99.808,100.000,99.405,0.308,66.103,72.144,1.597,94.207,100.000,0.000,49.079,98.832,95.404,99.759,69.158,99.875,
